modelo,execucao,pergunta_id,pergunta,resposta,real_time_sec,gpu_percent,vram_kb
mistral,1,76,What part of the plant conducts photosynthesis?,,0.1017,0,0
mistral,1,77,How many legs does an insect have?,,0.1018,0,0
mistral,1,78,What is the capital city of Turkey?,,0.1017,0,0
mistral,1,79,What is the largest internal organ in the human body?,,0.1027,0,0
mistral,1,80,What is the chemical symbol for chlorine?,,0.1022,0,0
mistral,1,81,What is the capital city of Greece?,,0.1022,0,0
mistral,1,82,What device is used to measure time?,,0.1022,0,0
mistral,1,83,How many months are there in a year?,,0.1022,0,0
mistral,1,84,What is the capital city of Switzerland?,,0.1018,0,0
mistral,1,85,What is the largest bone in the human body?,,0.1018,0,0
mistral,1,86,What is the chemical symbol for magnesium?,,0.1026,0,0
mistral,1,87,How many chambers does the human heart have?,,0.1034,0,0
mistral,1,88,What is the capital city of the Netherlands?,,0.1017,0,0
mistral,1,89,What planet is known as the Morning Star?,,0.1015,0,0
mistral,1,90,What is the largest land animal?,,0.1022,0,0
mistral,1,91,What is the chemical symbol for zinc?,,0.1022,0,0
mistral,1,92,How many players are on the field for one soccer team?,,0.1024,0,0
mistral,1,93,What is the capital city of Finland?,,0.1022,0,0
mistral,1,94,What blood type is known as the universal donor?,,0.1021,0,0
mistral,1,95,What is the chemical symbol for phosphorus?,,0.1019,0,0
mistral,1,96,What is the capital city of Austria?,,0.1020,0,0
mistral,1,97,How many bits are in one byte?,,0.1015,0,0
mistral,1,98,What organ is responsible for vision?,,0.1027,0,0
mistral,1,99,What is the capital city of Denmark?,,0.1024,0,0
mistral,1,100,How many vowels are there in the English alphabet?,,0.1023,0,0
