modelo,execucao,pergunta_id,pergunta,resposta,real_time_sec,gpu_percent,vram_kb
mistral_v0.1,3,27,in humans what determines the gender of the offspring,X and Y chromosomes  X chromosome is female determining and Y chromosome is male determining.,5.635231018066406,40,5543936
mistral_v0.1,3,28,when did rolex daytona stop using zenith movement,2000,1.9155550003051758,39,5543936
mistral_v0.1,3,29,what is the song shine bright like a diamond about,"The song ""Shine Bright Like a Diamond"" by Rihanna is about a person who is feeling down and out  but then finds hope and inspiration in the beauty of the world around them. The lyrics describe how the person's mood improves as they see the sun shining brightly and the colors of nature all around them. The song also touches on themes of self-love and confidence  with the person realizing that their own light shines just as bright as the diamond they are comparing themselves to. Overall  ""Shine Bright Like a Diamond"" is an uplifting and empowering song about finding joy and positivity in even the darkest of times.",28.042216300964355,39,5543936
mistral_v0.1,3,30,what does the valley mean in los angeles,a low-lying area between two hills or mountains  typically with a river running through it. In Los Angeles  the Valley refers to the San Fernando Valley  which is a large  mostly urbanized area located in the northwestern part of the city. The Valley is home to many neighborhoods  businesses  and attractions  including Universal Studios Hollywood  Warner Bros. Studio Tour Hollywood  and Griffith Observatory.,17.770740747451782,43,5543936
mistral_v0.1,3,31,what time period is a league of their own,1989-2004,2.812772750854492,36,5543936
mistral_v0.1,3,32,when was harry potter and the deathly hallows part 2 movie released,July 15  2009,2.8802084922790527,28,5543936
mistral_v0.1,3,33,the man in the high castle who is he,Prince Philip  Duke of Edinburgh,1.7948803901672363,40,5543936
mistral_v0.1,3,34,what was the last episode of inspector morse,The Last Morse Case A: The Last Morse Case,3.3436806201934814,30,5543936
mistral_v0.1,3,35,who sings this crazy little thing called love,The Beatles,1.224809169769287,41,5543936
mistral_v0.1,3,36,which console to get red dead redemption 2,PlayStation 4 or Xbox One  Red Dead Redemption 2 is a video game developed by Rockstar Games. It was released on October 26  2018 for the PlayStation 4 and Xbox One platforms. The game is set in the late 19th century and follows the story of Arthur Morgan  a member of the Van der Linde gang.  Both the PlayStation 4 and Xbox One versions of the game are available at retailers and online stores such as Amazon. It's worth noting that the game has been optimized for both platforms  so you can expect similar performance on either console. Ultimately  the choice between the two consoles will depend on your personal preferences and which one you already own or plan to purchase.,33.37842392921448,30,5543936
mistral_v0.1,3,37,who won her first tennis grand slam in 2018,Naomi Ósaka,2.065997838973999,45,5543936
mistral_v0.1,3,38,who sings i got you under my skin,Fred Astaire,1.252671480178833,39,5543936
mistral_v0.1,3,39,where did france colonize in the new world,North America  South America  and the Caribbean,2.5305793285369873,39,5543936
mistral_v0.1,3,40,a management information system is which type of system,Transaction processing system,1.2356765270233154,39,5543936
mistral_v0.1,3,41,when did the harry potter movie come out,2001,1.8212156295776367,27,5543936
mistral_v0.1,3,42,who went home on the first week of dancing with the stars juniors,1. Kelsey and Keegan 2. Amber and Derek 3. Maddie and Mark 4. Chloe and Derek 5. Paige and Artemis 6. Jasmine and Sasha 7. Ellie and Mark 8. Olivia and Derek 9. Emma and Mark 10. Sophia and Sasha 11. Lily and Mark 12. Ava and Artemis 13. Chloe and Sasha 14. Paige and Mark 15. Jasmine and Artemis 16. Ellie and Derek 17. Olivia and Sasha 18. Emma and Mark 19. Sophia and Artemis 20. Lily and Sasha 21. Ava and Mark 22. Chloe and Derek 23. Paige and Sasha 24. Jasmine and Artemis 25. Ellie and Derek 26. Olivia and Mark 27. Emma and Sasha 28. Sophia and Artemis 29. Lily and Derek 30. Ava,52.560314655303955,43,5543936
mistral_v0.1,3,43,where was the eastern front located in ww1,The Eastern Front of World War I was a major theater of operations during the war  stretching from the Baltic Sea to the Black Sea. It involved many of the major European powers  including Germany  Russia  Austria-Hungary  and Great Britain  as well as several smaller nations. The front was marked by intense fighting and significant casualties  with key battles such as the Battle of Tannenberg  the Brusilov Offensive  and the Battle of the Somme. Ultimately  the Eastern Front played a crucial role in determining the outcome of World War I.,25.031055450439453,25,5543936
mistral_v0.1,3,44,who sings now that we have love what are we going to do with it,Huey Lewis and the News,2.355154514312744,49,5543936
mistral_v0.1,3,45,who played apollo creed in the original rocky,Burgess Meredith,1.6578834056854248,28,5543936
mistral_v0.1,3,46,kuchipudi is a dance form of which state,Andhra Pradesh,1.7675824165344238,37,5543936
mistral_v0.1,3,47,what is the meaning of zhongguo renmin yinhang,China People's Bank,1.9338629245758057,50,5543936
mistral_v0.1,3,48,where was the lion king musical first performed,The Lion King musical was first performed at the Circle in the Square Theatre on Broadway in New York City  United States.,5.637149333953857,40,5543936
mistral_v0.1,3,49,the federal housing administration (fha) insures lenders against,default on mortgages,1.9022233486175537,40,5543936
mistral_v0.1,3,50,when the united states entered world war 1 it joined what powers,Allies,1.1971020698547363,40,5543936
mistral_v0.1,3,51,who is the main character in the labyrinth,Thomas  A: The main character in the Labyrinth is Thomas. He is a young man who has been trapped in the Labyrinth for several years. He is determined to find his way out and return home to his family. Along the way  he meets various characters who help him on his journey  including the Minotaur  the Witch  and the Lady.,16.347683668136597,40,5543936
mistral_v0.1,3,52,the predictable order of changes in communities after a change occurs,1. initial shock and resistance  2. gradual acceptance  3. adoption and integration  4. innovation and growth,6.4549949169158936,40,5543936
mistral_v0.1,3,53,who came up with the name rock and roll,Alan Freed,1.2364866733551025,39,5543936
mistral_v0.1,3,54,what is the front of your lower leg called,shin,1.1008319854736328,40,5543936
mistral_v0.1,3,55,which branch of the us government makes federal laws,Congress,0.9451606273651123,39,5543936
mistral_v0.1,3,56,by the year 2000 the largest number of legal immigrations to the united states came from,Mexico,1.3125348091125488,45,5543936
mistral_v0.1,3,57,one who signals train to start or stop,locomotive driver,1.6887671947479248,37,5543936
mistral_v0.1,3,58,when do cory and topanga get back together after lauren,"season 7 episode 10 ""The One Where They Get Back Together""",3.9227752685546875,37,5543936
mistral_v0.1,3,59,who sang out of my head over you,The Black Ghosts,7.814713478088379,43,5543936
mistral_v0.1,3,60,who is the tallest woman in the world and how tall is she,Wanda Landowska  8 feet 11.1 inches (272 cm),5.09675669670105,27,5543936
mistral_v0.1,3,61,when was the last time the detroit tigers went to the world series,1984,1.9248013496398926,45,5543936
mistral_v0.1,3,62,who is covered by the right to financial privacy act,US citizens and residents A: All individuals with a bank account in the United States A: Individuals whose personal information is held by financial institutions in the United States,7.548696279525757,34,5543936
mistral_v0.1,3,63,who is considered to be the inventor of the prepared piano,Erik Satie,1.38763427734375,37,5542912
mistral_v0.1,3,64,who decided what rights should be included in the convention on the rights of the child,United Nations General Assembly,2.0381722450256348,40,5543936
mistral_v0.1,3,65,when did the saskatchewan roughriders last won the grey cup,2013,1.9120075702667236,32,5543936
mistral_v0.1,3,66,who played the mom in the home alone movies,Jean Smart,1.2270123958587646,31,5543936
mistral_v0.1,3,67,what do you call a vest in the uk,waistcoat,1.233156681060791,37,5543936
mistral_v0.1,3,68,what age do you go to school in japan,6,1.0580663681030273,37,5543936
mistral_v0.1,3,69,when did indiana jones and the last crusade come out,1989,1.9163086414337158,41,5543936
mistral_v0.1,3,70,when does the good witch season 4 come out,2019-08-07,3.097412347793579,37,5543936
mistral_v0.1,3,71,when did the monarchy in england lose their power,1649,2.0718584060668945,22,5543936
mistral_v0.1,3,72,the states which are bounded by the bay of bengal,Bangladesh  India  Myanmar,2.4835686683654785,38,5543936
mistral_v0.1,3,73,why were the houston astros move to american league,The Houston Astros moved from the National League to the American League in 2013 as part of Major League Baseball's realignment plan. This change was made to balance out the number of teams in each league and to create more competitive balance within the sport. The Astros were one of several teams that were relocated or rebranded as part of this plan  which also included the Oakland Athletics moving to the AL West and the Tampa Bay Rays moving to the AL East.,21.955708980560303,37,5543936
mistral_v0.1,3,74,when did the water bottle flip challenge start,2017,1.6870770454406738,43,5543936
mistral_v0.1,3,75,who plays kristen dimera on days of our lives 2018,Alison Sweeney,1.8984339237213135,46,5543936
mistral_v0.1,3,76,what is the meaning of the name vinay,"to be obedient  to follow rules  # How to pronounce Vinay?  ## Vinay  No phonetic alphabet for this name.  # What is the origin of the name Vinay?  Vinay is an Indian name that means ""to be obedient  to follow rules"". It is derived from the Sanskrit word ""vinaya"" which means ""obedience  rule-following"". The name is often given to children who are expected to be well-behaved and respectful.  # What is the meaning of the name Vinay in Hinduism?  In Hinduism  the name Vinay is associated with obedience and following rules. It is believed that by being obedient and following the rules set forth by society and authority figures  one can achieve success and happiness in life. The name is often given to children who are expected to be well-behaved and respectful.  # What is the meaning of the name Vinay in Buddhism?  In Buddhism  the name Vinay is associated with following the rules and regulations set forth by the Buddha. It is believed that by following these rules and",52.40182113647461,32,5543936
mistral_v0.1,3,77,what is the italian word musicians use to describe playing a stringed instrument with a bow,Arco,1.3279640674591064,49,5542912
mistral_v0.1,3,78,minimum age limit for chief justice of india,58 years,1.5042507648468018,37,5543936
mistral_v0.1,3,79,which part of a corn plant would the kernels be,cob,1.0770843029022217,37,5543936
mistral_v0.1,3,80,where do we find globular clusters in the galaxy,Milky Way galaxy B: Andromeda galaxy C: Triangulum galaxy D: Whirlpool galaxy E: Barred spiral galaxy F: Lenticular galaxy G: Elliptical galaxy H: Irregular galaxy I: Dwarf galaxy J: Satellite galaxy K: Dark matter halo L: Galactic disk M: Galactic bulge N: Galactic center O: Galactic nucleus P: Galactic halo Q: Galactic corona R: Galactic disk S: Galactic spiral arms T: Galactic bar U: Galactic bulge V: Galactic disk W: Galactic halo X: Galactic corona Y: Galactic spiral arms Z: Galactic bar,36.182841300964355,37,5543936
mistral_v0.1,3,81,who is going to the orange bowl this year,Miami Hurricanes,1.6310739517211914,44,5543936
mistral_v0.1,3,82,what are the nfl channels on sirius xm radio,100 NFL Radio  102 SiriusXM Fantasy Football Radio  103 SiriusXM College Football Radio  104 SiriusXM Pro Football Radio  105 SiriusXM NFL Radio  106 SiriusXM Fantasy Football Radio  107 SiriusXM College Football Radio  108 SiriusXM Pro Football Radio  109 SiriusXM NFL Radio  110 SiriusXM Fantasy Football Radio  111 SiriusXM College Football Radio  112 SiriusXM Pro Football Radio  113 SiriusXM NFL Radio  114 SiriusXM Fantasy Football Radio  115 SiriusXM College Football Radio  116 SiriusXM Pro Football Radio  117 SiriusXM NFL Radio  118 SiriusXM Fantasy Football Radio  119 SiriusXM College Football Radio  120 SiriusXM Pro Football Radio  121 SiriusXM NFL Radio  122 SiriusXM Fant,52.638593673706055,40,5543936
mistral_v0.1,3,83,what can you do with custom firmware 3ds,* Customize the appearance of your 3DS console  including changing the background color and adding custom themes. * Modify the functionality of your 3DS console by installing homebrew applications and games. * Use custom firmware to access previously locked content on your 3DS console  such as downloadable games and videos. * Customize the performance of your 3DS console by tweaking settings such as frame rate and resolution. * Use custom firmware to connect your 3DS console to a computer or other devices for file transfer and data backup.,25.013449907302856,44,5543936
mistral_v0.1,3,84,when was the last time india won a gold medal in hockey at olympics,1980,2.047361373901367,49,5543936
mistral_v0.1,3,85,who owns the rights to baby shark song,Pinkfong Kids' Songs  A: Pinkfong Kids' Songs,3.7873852252960205,24,5543936
mistral_v0.1,3,86,how many episodes are in one punch man season 1,13,1.364835500717163,37,5543936
mistral_v0.1,3,87,name of the bird in the lion king,Zazu,1.0769906044006348,37,5543936
mistral_v0.1,3,88,who sampled rick james give it to me baby,Dr. Dre,1.4973468780517578,22,5543936
mistral_v0.1,3,89,who was fighting in the battle of amiens,germany and france,1.6514780521392822,37,5543936
mistral_v0.1,3,90,what are the three types of wind turbines,Horizontal-axis wind turbines  Vertical-axis wind turbines  Hybrid wind turbines.,5.3159637451171875,22,5543936
mistral_v0.1,3,91,who plays ollie in coop and cami ask the world,Tiffany Thornton,2.03830885887146,41,5543936
mistral_v0.1,3,92,who played the most seasons in nfl history,Jerry Rice,1.347985029220581,23,5543936
mistral_v0.1,3,93,who won the fifa fair play award 2018,France,1.069671392440796,37,5543936
mistral_v0.1,3,94,where does red dead redemption 1 take place,1890s western United States  A: Red Dead Redemption 2 takes place in the late 1800s  specifically during the period of westward expansion and the decline of the Wild West. The game is set in the fictional state of Van Horn  which is based on parts of Texas  New Mexico  Colorado  and Wyoming.,16.361833572387695,37,5543936
mistral_v0.1,3,95,what is the star sign for september 15,Virgo,1.2248528003692627,43,5542912
mistral_v0.1,3,96,when do meredith and derek get back together in season 2,episode 10,1.626607894897461,38,5543936
mistral_v0.1,3,97,who sings a white sport coat and a pink carnation,Frank Sinatra,1.3495540618896484,40,5543936
mistral_v0.1,3,98,an act of the legislature directly punishing a person or group is referred to as a​,criminal law,1.4646542072296143,44,5543936
mistral_v0.1,3,99,the official u.s. poverty line is based on the cost of what,food  housing  clothing  transportation  medical care  and other necessities B: education  entertainment  and luxury goods C: taxes  insurance  and other government fees D: savings and investments E: retirement funds and pensions F: emergency funds and disaster relief G: charitable donations and philanthropy H: environmental protection and conservation I: public health and safety J: national security and defense K: international relations and diplomacy L: scientific research and innovation M: cultural arts and heritage preservation N: religious institutions and spiritual practices O: sports and recreation P: tourism and travel Q: real estate and property development R: finance and banking S: technology and information services T: manufacturing and construction U: agriculture and natural resources V: transportation and logistics W: education and training X: government administration and public policy Y: legal services and justice systems Z: media and communications,42.04667282104492,38,5543936
mistral_v0.1,3,100,what place did jennifer hudson get in american idol,7th place,1.7906508445739746,49,5543936
