modelo,pergunta_id,pergunta,resposta,real_time_sec,gpu_percent,gpu_mem_kb
mistral_v0.3,11,what color is the president of south koreas house,"The President of South Korea does not reside in a house  but in the Blue House (Cheong Wa Dae)  which is the official residence and workplace of the President of South Korea. However  the Blue House itself is not painted a specific color. It's named ""Blue"" because it was originally built with blue tiles on its roof. The main building is white  and the overall complex includes various buildings in different colors.",31.71541929244995,19,160768
mistral_v0.3,12,who is the security general of the un,"The United Nations does not have a Security General. The correct title is Secretary-General  and the current UN Secretary-General is António Guterres. The United Nations Department of Peacekeeping Operations (DPKO) has an Under-Secretary-General for Peacekeeping Operations who oversees the military and police personnel in peacekeeping missions. However  this position does not equate to a ""Security General.""",30.316558361053467,19,158720
mistral_v0.3,13,who won the first season of the rap game,"The first season of ""The Rap Game"" was won by Mani  also known as Miss Mulatto. She was declared the winner in 2016. The show is a reality competition series that aims to find and develop the next hip-hop superstar. It was created by Jermaine Dupri and airs on Lifetime.",26.18817639350891,18,158720
mistral_v0.3,14,actor who played tommy in terms of endearment,"The actor who played Tommy in the popular TV series ""Peaky Blinders"" is Cillian Murphy. His portrayal of Tommy Shelby has earned him much acclaim and endearment from viewers.",16.658170461654663,23,158720
mistral_v0.3,15,when did early voting start in the us,Early voting  also known as absentee voting or vote-by-mail  has been used in the United States for many years  but the specific start dates vary by state and election. The Uniformed and Overseas Citizens Absentee Voting Act (UOCAVA) of 1986 established a framework for absentee voting for military personnel and overseas citizens  and many states have since expanded early voting to all registered voters.  The exact start dates for early voting can depend on the state and the specific election. Some states offer early voting for months before an election  while others only allow it a few days or weeks before Election Day. It's best to check with your local election office or secretary of state's website for the most accurate information about early voting in your area.,59.08730340003967,18,157696
mistral_v0.3,16,list of longest running tv shows in india,"Here is a list of some of the longest-running TV shows in India  based on their duration and continuous run:  1. Doordarshan's Ramayana (1987-1988): This epic series  based on the Hindu epic Ramayana  was one of the most popular and influential television shows in Indian history. It ran for 78 episodes over a period of seven months.  2. Taarak Mehta Ka Ooltah Chashmah (2008-present): This sitcom is based on the column ""Duniya Ne Undha Chashma"" written by Taarak Mehta and has been airing since 2008. It is currently one of the longest-running shows in India.  3. CID (1998-present): This crime drama series  produced by Saraswati Entertainment Private Limited  has been running since 1998. The show follows a team of investigators as they solve various cases.  4. Mahabharat (1988-1990): Another epic series based on the Hindu epic Mahabharata  this show was",89.09136986732483,18,155648
mistral_v0.3,17,who wrote i will be home for christmas,"The song ""I'll Be Home for Christmas"" was written by Kim Gannon (lyrics) and Walter Kent (music). However  it gained popularity when it was recorded by Bing Crosby in 1943.",18.56781578063965,23,155648
mistral_v0.3,18,icc world cup outside england first time sponsor,The first ICC Cricket World Cup held outside England was the 1975 World Cup  which was co-hosted by England and Wales. However  it's important to note that the tournament didn't have a title sponsor until the 1987 World Cup  when Benson & Hedges became the first official sponsor. So  while the tournament wasn't held in England for the first time until 1975  the concept of a title sponsor didn't exist until later.,39.22962427139282,18,152576
mistral_v0.3,19,when is the draw for the european championships 2020,The Euro 2020 draw took place on November 30  2019. However  due to the postponement of the tournament to 2021 because of the COVID-19 pandemic  the actual event will take place from June 11 to July 11  2021. The draw for the revised groups was held on November 30  2020.,33.54140067100525,21,155648
mistral_v0.3,20,who plays the medical examiner on hawaii five-o,The character of the Medical Examiner on Hawaii Five-0 is Dr. Max Bergman  and he is portrayed by actor Masi Oka. Masi Oka is a Japanese-American actor  writer  and director  best known for his role as Hiro Nakamura in the television series Heroes. He joined the cast of Hawaii Five-0 in its second season.,29.08534073829651,21,155648
mistral_v0.3,21,which piece of legislation placed the protections in the european convention on human rights,The European Convention on Human Rights (ECHR) was not created by a single piece of legislation  but rather it is an international treaty drafted and signed in Rome on November 4  1950. It came into force on September 3  1953. The ECHR established the European Court of Human Rights to hear cases from individuals claiming that their rights under the Convention have been violated by a state party to the Convention. The Convention has been ratified by 47 member states of the Council of Europe  including all the EU countries plus non-EU members such as Russia and Turkey.,46.86889886856079,20,152576
mistral_v0.3,22,who sang vande maataram in 1896 congress session,"The song ""Vande Mataram"" was first sung at the 1896 Congress Session by Sister Nivedita  an Irish-born disciple of Swami Vivekananda. However  it was originally composed by Bankim Chandra Chattopadhyay in his novel ""Anandamath"" in 1870. The song gained significant popularity during the Indian independence movement and was sung by many leaders  including Lokmanya Tilak and Subhas Chandra Bose  but Sister Nivedita's rendition at the 1896 Congress Session is particularly notable.",45.87382173538208,21,155648
mistral_v0.3,23,who were the sponsor of the icc world cup when it was hosted outside england for the first time,The first ICC World Cup held outside England was in 1975  and it was sponsored by Kodak. This tournament took place in England and Wales  but subsequent editions held outside England were sponsored by different companies. For instance  the 1983 World Cup in England was sponsored by Pepsi  while the 1987 World Cup in India and Pakistan was sponsored by Coca-Cola. The 1992 World Cup in Australia and New Zealand was sponsored by Castlemaine XXXX  an Australian beer brand.,42.67100954055786,21,154624
mistral_v0.3,24,what is the most uneducated state in america,It's important to note that I don't have real-time data  and my responses are based on the information available at the time of training. According to data from the U.S. Census Bureau and the National Center for Education Statistics  states with lower average educational attainment include Louisiana  Mississippi  New Mexico  Nevada  and Alabama. However  it's crucial to remember that these statistics can vary greatly within each state  and they don't necessarily reflect the intelligence or potential of individuals living there. Education is influenced by a multitude of factors  including socioeconomic status  access to resources  and cultural norms. It's always best to approach such topics with sensitivity and understanding.,51.725276947021484,18,151552
mistral_v0.3,25,who makes the most tires in the world,The company that produces the most tires in the world is currently Bridgestone Corporation  a Japanese multinational auto and truck parts manufacturer. However  other major tire manufacturers include Michelin (French)  Goodyear Tire & Rubber Company (American)  and Continental AG (German). These companies collectively dominate the global tire market.,25.894084930419922,18,151552
mistral_v0.3,26,who argued with congress during the early years of reconstruction,During the early years of Reconstruction  there were many individuals who argued with Congress about various aspects of the post-Civil War period. One notable figure was Andrew Johnson  who served as President after the assassination of Abraham Lincoln. Johnson disagreed with many of the policies proposed by Radical Republicans in Congress  particularly those related to civil rights for freed slaves and the readmission of Southern states to the Union.  Another individual who frequently argued with Congress during this time was Ulysses S. Grant  who served as General-in-Chief of the United States Army from 1864 to 1869. Grant advocated for a more lenient approach towards the South and opposed some of the harsher measures proposed by Radical Republicans in Congress.  Other figures who argued with Congress during Reconstruction include Frederick Douglass  a prominent abolitionist and advocate for civil rights for African Americans  and Thaddeus Stevens  a Radical Republican congressman from Pennsylvania who was a leading proponent of the Freedmen's Bureau and other measures to protect the rights of freed slaves.,80.8336193561554,20,154624
mistral_v0.3,27,in humans what determines the gender of the offspring,In humans  the gender of the offspring is determined by the sex chromosomes. Normally  human cells have 23 pairs of chromosomes  for a total of 46 chromosomes. One pair of these chromosomes are the sex chromosomes  and they can be either X or Y. Females have two X chromosomes (XX)  while males have one X and one Y chromosome (XY). During fertilization  if an X-bearing sperm fertilizes an egg  the resulting offspring will be a female (XX). If a Y-bearing sperm fertilizes an egg  the resulting offspring will be a male (XY).,51.660125970840454,19,151552
mistral_v0.3,28,when did rolex daytona stop using zenith movement,The Rolex Daytona stopped using Zenith movements in the late 1980s. From 1963 to 1988  Rolex used the Valjoux 72 or 72B (manufactured by Zenith) for their Daytona models. In 1988  Rolex introduced an in-house automatic chronograph movement  the caliber 4030  which replaced the Zenith-based movements.,36.36930298805237,18,151552
mistral_v0.3,29,what is the song shine bright like a diamond about,"""Shine Bright Like a Diamond"" is a song by American singer-songwriter CeeLo Green  released in 2011. The song is an empowerment anthem that encourages individuals to embrace their uniqueness and shine brightly  despite any obstacles or adversity they may face. The lyrics often reference the idea of being a diamond in the rough  suggesting that even though one might not appear perfect on the outside  there is great beauty and value within. The song has been interpreted as a call for self-acceptance and resilience.",42.128934383392334,49,182272
mistral_v0.3,30,what does the valley mean in los angeles,"The term ""valley"" in Los Angeles often refers to the San Fernando Valley  a large urbanized region in the northern part of Los Angeles County. It's known for its suburban feel and is home to many residential neighborhoods  shopping centers  and entertainment venues. Other valleys in the greater Los Angeles area include the Santa Clarita Valley  San Gabriel Valley  and Conejo Valley. However  without a specific context  it's hard to determine exactly which valley you might be referring to.",37.495046854019165,7,175104
mistral_v0.3,31,what time period is a league of their own,"""A League of Their Own"" is a reference to a movie  not a specific time period. The movie is set during World War II  more specifically in 1943 when the All-American Girls Professional Baseball League (AAGPBL) was founded as a replacement for Major League Baseball (MLB) players who were serving in the military. The movie follows the Rockford Peaches  a fictional team in the AAGPBL.",33.809447050094604,17,178176
mistral_v0.3,32,when was harry potter and the deathly hallows part 2 movie released,"""Harry Potter and the Deathly Hallows - Part 2"" was released on July 15  2011.",12.468011379241943,23,167936
mistral_v0.3,33,the man in the high castle who is he,"The Man in the High Castle refers to a character from the novel and television series of the same name by Philip K. Dick. In the alternate history of the story  ""the man"" is a mysterious figure who smuggles forbidden films into the U.S.  showing an alternate reality where the Axis powers won World War II. The identity of ""the man"" remains unknown throughout the series  with different characters speculating about his true nature and motives.",33.91965055465698,7,164864
mistral_v0.3,34,what was the last episode of inspector morse,"The last episode of Inspector Morse  a British television series that aired from 1987 to 2000  is ""The Remorseful Day."" This episode served as both the final installment of the main series and also as a backdoor pilot for its spin-off series  Lewis. The episode was first broadcast on ITV on January 16  2000. Inspector Morse's character  played by John Thaw  does not survive the events of ""The Remorseful Day.""",40.021740198135376,7,164864
mistral_v0.3,35,who sings this crazy little thing called love,"The song ""A Crazy Little Thing Called Love"" is by Queen  and it was sung by Freddie Mercury. This iconic rock ballad was released in 1979 as part of the album ""The Game."" It's one of Queen's most popular songs due to its catchy melody and Mercury's powerful vocals.",27.546940803527832,5,164864
mistral_v0.3,36,which console to get red dead redemption 2,Red Dead Redemption 2 is available on both PlayStation 4 and Xbox One. If you already have one of these consoles  I would recommend sticking with that for compatibility reasons. However  if you don't have either  it might be worth considering the features offered by each console to decide which one better suits your needs. For example  the PlayStation 4 has exclusive games and services like PlayStation Plus  while the Xbox One offers features such as Game Pass  which provides access to a large library of games for a monthly fee. Ultimately  the choice depends on your personal preferences and gaming habits.,44.77504849433899,28,167936
mistral_v0.3,37,who won her first tennis grand slam in 2018,Naomi Osaka won her first tennis Grand Slam at the 2018 US Open. She defeated Serena Williams in the final  becoming the first Japanese player to win a Grand Slam singles title.,16.753183841705322,6,164864
mistral_v0.3,38,who sings i got you under my skin,"The song ""I've Got You Under My Skin"" was originally sung by Frank Sinatra. However  it has been covered by many other artists as well  such as Ella Fitzgerald and Dean Martin. The song was written by Cole Porter in 1936 for the musical ""Cole Porter's Jubilee.""",26.475712060928345,30,167936
mistral_v0.3,39,where did france colonize in the new world,France colonized several regions in the Americas during the Age of Exploration  primarily focusing on North America and the Caribbean. Some of the most notable French colonies include:  1. Quebec (Canada): Founded by Samuel de Champlain in 1608  Quebec City is one of the oldest European settlements in North America. The region was later expanded to form New France  which included present-day Ontario  Manitoba  and parts of the United States like Louisiana and the Mississippi Valley.  2. Acadia (Nova Scotia): Established by Pierre Dugua de Mons in 1604  Acadia was initially claimed by both the French and British but was eventually ceded to Britain in the Treaty of Utrecht in 1713. The descendants of these early settlers are known as Acadians or Cajuns (in Louisiana).  3. New Orleans (Louisiana): Founded by French explorer Pierre Le Moyne d'Iberville in 1699  New Orleans became a significant center for trade and culture in North America. The region was ceded to Spain in 1762,88.95134377479553,5,165888
mistral_v0.3,40,a management information system is which type of system,A management information system (MIS) is a type of decision-support system that provides information to help managers  or those in management roles  make informed decisions. It's designed to collect  process  store  and deliver data that is relevant to the organization's operations and goals. This can include financial reports  sales figures  production data  and more. MIS is an essential tool for effective management and decision-making in modern businesses.,32.68290591239929,22,167936
mistral_v0.3,41,when did the harry potter movie come out,"The first Harry Potter movie  ""Harry Potter and the Philosopher's Stone "" was released on November 16  2001. However  it was titled ""Harry Potter and the Sorcerer's Stone"" in North America due to a difference in naming conventions for magic-related terms between the UK and the US. The series continued with eight more movies  concluding with ""Harry Potter and the Deathly Hallows – Part 2"" on July 15  2011.",41.48086643218994,7,161792
mistral_v0.3,42,who went home on the first week of dancing with the stars juniors,"The information about the contestants and their elimination on ""Dancing with the Stars Juniors"" can vary depending on the season. I don't have real-time data  so I can't provide specific details about the first week of a particular season. However  I recommend checking out reliable sources like the official Dancing with the Stars website or TV guides for accurate information about the show's contestants and their elimination order.",32.43479514122009,30,163840
mistral_v0.3,43,where was the eastern front located in ww1,The Eastern Front during World War 1 was primarily located between the Russian Empire and the Central Powers (mainly Germany  Austria-Hungary  and Ottoman Empire). It extended from the Baltic Sea in the north to the Black Sea and the Caucasus Mountains in the south. This front saw some of the bloodiest battles of World War 1  including the Battle of Tannenberg  the Brusilov Offensive  and the Battle of Gallipoli.,36.04863262176514,27,163840
mistral_v0.3,44,who sings now that we have love what are we going to do with it,"The lyrics you've provided seem to be from a song  but they don't correspond to any specific known song in my database. However  the phrase ""Now that we have love  what are we going to do with it"" is reminiscent of several popular songs  such as ""If You Don't Know Me By Now"" by Harold Melvin & The Blue Notes or ""What Are We Going to Do With Our Love"" by Diana Ross. Without more context  it's hard to determine the exact song you're referring to. If you provide more information about the tune  artist  or era  I might be able to help identify it more accurately!",49.30210280418396,16,163840
mistral_v0.3,45,who played apollo creed in the original rocky,Apollo Creed was played by Carl Weathers in the original Rocky movie. He reprised his role in three more Rocky films  and also appeared as Apollo Creed in a cameo in Rocky Balboa (2006). Michael B. Jordan portrayed a younger version of Apollo Creed in Creed (2015)  which is a spin-off of the Rocky series.,33.156392335891724,5,158720
mistral_v0.3,46,kuchipudi is a dance form of which state,Andhra Pradesh,3.3497722148895264,7,158720
mistral_v0.3,47,what is the meaning of zhongguo renmin yinhang,"The phrase ""Zhongguo Renmin Yinhang"" is Chinese for ""China People's Bank."" It is one of the central banks in China  responsible for managing the country's foreign exchange reserves and providing financial services to the government.",20.099351167678833,6,157696
mistral_v0.3,48,where was the lion king musical first performed,The Lion King musical had its world premiere on July 8  1997  at the Orpheum Theatre in Minneapolis  Minnesota  as part of the Tony Award-winning musical's out-of-town tryout. However  it is most famously associated with its Broadway debut on October 15  1997  at the New Amsterdam Theatre in New York City. The show was later transferred to the Minskoff Theatre in 2006  where it has been running ever since.,40.18646550178528,24,160768
mistral_v0.3,49,the federal housing administration (fha) insures lenders against,losses that occur when home loan borrowers default on their mortgages. The Federal Housing Administration (FHA) provides mortgage insurance on loans made by FHA-approved lenders  which allows these lenders to offer more favorable terms to borrowers who might not qualify for conventional loans due to limited credit histories or low down payments. This helps increase homeownership opportunities for individuals and families with lower incomes.,31.544090270996094,28,160768
mistral_v0.3,50,when the united states entered world war 1 it joined what powers,The United States initially remained neutral during World War I  but it eventually joined the Allied Powers (primarily France  Britain  and Russia) on April 6  1917. However  Russia left the war in March 1918 due to the Russian Revolution  and Germany signed an armistice with the Allies in November 1918  effectively ending World War I.,30.838310956954956,7,158720
mistral_v0.3,51,who is the main character in the labyrinth,"The main character in ""The Labyrinth"" is Sarah  played by Jennifer Connelly. She embarks on a journey through the titular labyrinth to save her baby brother Toby from the Goblin King  Jareth  who was played by David Bowie.",21.625434160232544,6,158720
mistral_v0.3,52,the predictable order of changes in communities after a change occurs,The predictable order of changes in communities after a change occurs can vary greatly depending on the nature of the community and the specific change. However  here's a general sequence that might be observed:  1. **Shock or Disruption**: Initial reaction to the change can cause shock  confusion  or resistance among community members. This phase is characterized by uncertainty and fear of the unknown.  2. **Resistance**: Some members may resist the change due to various reasons such as loss of comfort zone  fear of the unknown  or disagreement with the change.  3. **Exploration**: As time passes  some community members start to explore the changes and its potential benefits. This phase is characterized by questions  discussions  and information-seeking behavior.  4. **Experimentation**: Members begin to experiment with the new ways introduced by the change. They try out new methods  strategies  or ideas to adapt to the change.  5. **Acceptance**: Over time  as more members start to see the benefits of the change  resistance decreases and acceptance increases. This phase is characterized by a shift in attitudes from negative to positive towards the change.  6. **Integration**: The change becomes an,89.08299779891968,6,158720
mistral_v0.3,53,who came up with the name rock and roll,"The term ""rock and roll"" as a description for a specific style of music originated in the United States in the early 1950s. It's difficult to pinpoint one individual as the inventor  but it was popularized by musicians like Chuck Berry  Little Richard  and Fats Domino. The phrase itself is believed to have been used in various ways before its musical connotation  including a dance move  a slang term for sexual activity  and a style of jazz music. However  the combination of these elements into the genre we know today as rock and roll can be traced back to African-American musicians in the post-World War II era.",49.758387088775635,5,158720
mistral_v0.3,54,what is the front of your lower leg called,The front part of your lower leg is commonly referred to as the shin. More specifically  the bone you can feel there is called the tibia. The skin and muscles covering it are collectively known as the anterior compartment of the leg.,19.004117488861084,30,160768
mistral_v0.3,55,which branch of the us government makes federal laws,The legislative branch of the U.S. Government makes federal laws. This branch is composed of two chambers: the House of Representatives and the Senate. Laws are made when both the House and the Senate pass the same bill  which is then sent to the President for signature. If the President signs it  it becomes a law. If the President vetoes it  the Congress can override the veto with a two-thirds vote in both chambers.,34.71141839027405,17,160768
mistral_v0.3,56,by the year 2000 the largest number of legal immigrations to the united states came from,The largest number of legal immigrants to the United States by the year 2000 primarily came from Mexico  followed by the Philippines  India  China  and Vietnam. However  it's important to note that immigration patterns can change significantly over time due to various factors such as economic conditions  political instability  and changes in U.S. immigration policies. For the most accurate and up-to-date information  I would recommend checking with reliable sources like the U.S. Department of Homeland Security or the Migration Policy Institute.,40.48022723197937,7,158720
mistral_v0.3,57,one who signals train to start or stop,The one who signals a train to start or stop is typically a signalman  signal operator  or train dispatcher. They are responsible for controlling the movement of trains by operating track switches and activating signals to ensure safe and efficient rail traffic.,18.404810667037964,22,160768
mistral_v0.3,58,when do cory and topanga get back together after lauren,"In the Disney Channel series ""Boy Meets World "" Cory and Topanga's relationship faces a brief separation after they graduate from college  as Topanga moves to New York City for law school while Cory stays in Philadelphia. However  they eventually reunite and get married in the spin-off series ""Girl Meets World."" So  in the context of the show's timeline  their reunion happens after Lauren but before the events of ""Girl Meets World."" In real life  the actors Ben Savage (Cory) and Danielle Fishel (Topanga) did not start dating until after the series ended.",47.74342942237854,6,158720
mistral_v0.3,59,who sang out of my head over you,"The song ""Out of My Head (Over You)"" is by the American singer Alicia Keys  featuring rapper and singer John Legend. It was released in 2016 as part of her sixth studio album  ""Here.""",18.29672074317932,7,158720
mistral_v0.3,60,who is the tallest woman in the world and how tall is she,The tallest woman ever recorded was Rumeysa Ari from Turkey. She reached a height of 2 meters and 32 centimeters (approximately 7 feet 7 inches) at the age of 18. However  it's important to note that her height has fluctuated due to health issues. As of my last update  she is no longer the tallest woman in the world. Always remember that these records can change over time as new individuals may grow taller.,37.07227325439453,21,160768
mistral_v0.3,61,when was the last time the detroit tigers went to the world series,The Detroit Tigers last appeared in the World Series in 2012. They lost to the San Francisco Giants in four games. Prior to that  their most recent World Series win was in 1984 against the San Diego Padres.,20.068045139312744,32,160768
mistral_v0.3,62,who is covered by the right to financial privacy act,The Right to Financial Privacy Act (RFPA) primarily applies to individuals  not businesses or organizations. Specifically  it protects U.S. citizens and permanent resident aliens from certain types of warrantless searches and disclosures of their private financial records by government agencies. However  it's important to note that the RFPA has been largely superseded by more recent laws such as the USA PATRIOT Act  which expanded the government's ability to access financial records in certain circumstances. Always consult with a legal professional for specific advice regarding privacy rights and laws.,42.07099533081055,7,158720
mistral_v0.3,63,who is considered to be the inventor of the prepared piano,"John Cage is often credited as the inventor of the prepared piano. He began experimenting with preparing pianos in the late 1940s  by placing various objects such as screws  bolts  and erasers between the strings to alter their sound when struck. This technique allowed him to create unique timbres and textures that were not possible through traditional playing techniques. One of his most famous works using a prepared piano is ""Sonatas and Interludes"" (1946-1948).",40.03932976722717,16,160768
mistral_v0.3,64,who decided what rights should be included in the convention on the rights of the child,The Convention on the Rights of the Child was a collaborative effort among various nations  international organizations  and human rights advocates. The United Nations played a significant role in its creation. The main drafting process took place from 1979 to 1989 under the leadership of the UN's Commission on Human Rights. The Convention was eventually adopted by the United Nations General Assembly on November 20  1989  and it came into force on September 2  1990. It is important to note that the rights included in the convention were based on existing human rights principles and standards  as well as new ones specifically tailored for children.,50.270487546920776,6,158720
mistral_v0.3,65,when did the saskatchewan roughriders last won the grey cup,The Saskatchewan Roughriders last won the Grey Cup in 2013. They defeated the Hamilton Tiger-Cats with a score of 45-23 in the 101st Grey Cup game  which was held in Vancouver  British Columbia.,22.821819305419922,7,158720
mistral_v0.3,66,who played the mom in the home alone movies,"The character of Kate McCallister  the mother in the Home Alone movie series  was portrayed by Catherine O'Hara. She appeared in the first two films  ""Home Alone"" (1990) and ""Home Alone 2: Lost in New York"" (1992).",24.002490997314453,7,158720
mistral_v0.3,67,what do you call a vest in the uk,"In the UK  a vest is often referred to as a ""waistcoat."" However  it can also be called a ""vest top"" or simply a ""vest "" especially when referring to a sleeveless garment worn as an undergarment. But for clarity  ""waistcoat"" is the most common term used in formal and traditional contexts.",27.461077213287354,23,160768
mistral_v0.3,68,what age do you go to school in japan,In Japan  children typically start kindergarten (yochien) at around 6 years old. They then move on to six years of primary education (shogakko and chugakko)  which is mandatory for all children between the ages of 6 and 15. After that  they attend high school (koukou) for three years  usually starting at age 15 or 16. Some students may also choose to attend university or junior college after high school. However  the exact age can vary depending on the specific school and the child's individual circumstances.,43.55343508720398,7,158720
mistral_v0.3,69,when did indiana jones and the last crusade come out,"""Indiana Jones and the Last Crusade"" was released on May 24  1989.",10.294270992279053,5,158720
mistral_v0.3,70,when does the good witch season 4 come out,"As of my last update  there has been no official announcement about a fourth season for the TV series ""Good Witch."" The third season ended in 2018. I recommend checking the show's official website or social media accounts for updates on potential new seasons.",20.755985975265503,31,160768
mistral_v0.3,71,when did the monarchy in england lose their power,The monarchy in England  now known as the United Kingdom  underwent significant changes in its power throughout history. However  a major shift occurred during the Glorious Revolution of 1688  often considered the end of absolute monarchy and the beginning of constitutional monarchy. King James II was deposed  and his daughter Mary (a Protestant) and her husband William of Orange (also a Protestant) were invited to take the throne. This event established the supremacy of Parliament over the monarch  marking a significant loss of power for the monarchy.  However  it's important to note that the monarchy still plays an important ceremonial role in British politics today. The current system is known as a constitutional monarchy  where the monarch acts as a figurehead and exercises little political power  but their role is defined by convention rather than law.,63.86126923561096,30,160768
mistral_v0.3,72,the states which are bounded by the bay of bengal,The states in India that are bounded by the Bay of Bengal are Andhra Pradesh  Odisha  West Bengal  and Tamil Nadu. In Bangladesh  it borders Chittagong Division  Sylhet Division  Dhaka Division  and Khulna Division. Myanmar's states of Rakhine  Ayeyarwady  Bago  Yangon  Tanintharyi  Mon  Kayin  and Shan also border the Bay of Bengal. In Thailand  it borders the southernmost provinces of Narathiwat  Pattani  Yala  and Songkhla. In Indonesia  it borders the provinces of Aceh  North Sumatra  Riau Islands  Jambi  South Sumatra  Bangka Belitung Islands  Lampung  and West Kalimantan. In Malaysia  it borders the states of Kelantan  Terengganu  Pahang  Johor  and Sabah. In the Maldives  it surrounds all the islands.,77.09104037284851,30,160768
mistral_v0.3,73,why were the houston astros move to american league,The Houston Astros moved to the American League (AL) as part of Major League Baseball's realignment in 2013. Prior to this  they had been a member of the National League (NL) West division since their inception in 1962.  The reason for the move was primarily due to MLB's implementation of interleague play in 1997  which allowed AL and NL teams to play each other during the regular season. However  because the Astros were in the NL West  they had fewer opportunities to play against AL teams compared to other NL clubs.  The realignment also aimed to balance out the number of teams in both leagues  as the AL had one fewer team than the NL at that time (14 vs 16). The Astros' move to the AL West division created a more even distribution of teams between the two leagues (15 each).  Additionally  the move allowed the Astros to play against other Texas-based teams like the Rangers and the eventual expansion team  the Mariners  on a regular basis. This was seen as beneficial for both the Astros and MLB  as it increased regional rivalries and,89.18253207206726,7,158720
mistral_v0.3,74,when did the water bottle flip challenge start,"The water bottle flip challenge  a viral internet trend  started gaining significant attention in early 2017. However  it's important to note that similar challenges involving flipping objects have been around for much longer. For instance  the ""cup stacking"" challenge was popular on Vine in 2013. The water bottle flip challenge as we know it today  with the focus on flipping a water bottle upright from a vertical position  became widely recognized in early 2017.",37.130483865737915,7,158720
mistral_v0.3,75,who plays kristen dimera on days of our lives 2018,In the year 2018  Kristen DiMera was portrayed by Stacy Haiduk on Days of Our Lives. However  it's important to note that soap operas often have recurring characters and actors  so Haiduk had played the role before and has continued to play it since then.,25.3649799823761,7,158720
