modelo,execucao,pergunta_id,pergunta,resposta,real_time_sec,gpu_percent,vram_kb
mistral_v0.3,3,11,what color is the president of south koreas house,The President of South Korea does not live in a house  but in the Blue House  also known as Cheong Wa Dae. However  the color you're asking about isn't directly applicable to the building itself  as it's primarily white with blue trim. But if you're referring to the dominant color  it would be blue.,13.712358951568604,44,5538816
mistral_v0.3,3,12,who is the security general of the un,"The United Nations does not have a Security General. The correct title is Secretary-General  and the current UN Secretary-General is António Guterres. The United Nations Department of Peacekeeping Operations (DPKO) has an Under-Secretary-General for Peacekeeping Operations who oversees the military and police personnel in peacekeeping missions. However  this position does not equate to a ""Security General.""",15.79995346069336,40,5538816
mistral_v0.3,3,13,who won the first season of the rap game,"The first season of ""The Rap Game"" was won by Mani  also known as Miss Mulatto. She was declared the winner in 2016. The show is a reality competition series that aims to find and develop the next hip-hop superstar. It was created by Jermaine Dupri and airs on Lifetime.",13.684946537017822,40,5538816
mistral_v0.3,3,14,actor who played tommy in terms of endearment,"The actor who played Tommy in the popular TV series ""Peaky Blinders"" is Cillian Murphy. His portrayal of Tommy Shelby has earned him much acclaim and endearment from viewers.",8.686830282211304,44,5538816
mistral_v0.3,3,15,when did early voting start in the us,Early voting  also known as absentee voting or vote-by-mail  has been used in the United States for many years  but the specific start dates vary by state and election. The Uniformed and Overseas Citizens Absentee Voting Act (UOCAVA) of 1986 established a framework for absentee voting for military personnel and overseas citizens  and many states have since expanded early voting to all registered voters.  The exact start dates for early voting can depend on the state and the specific election. Some states offer early voting for months before an election  while others only allow it a few days or weeks before Election Day. It's important to check with your local election office for the specific start date of early voting in your area. You can also visit vote.org or usa.gov/elections for more information on early voting in the United States.,34.46120882034302,40,5538816
mistral_v0.3,3,16,list of longest running tv shows in india,"Here is a list of some of the longest-running TV shows in India  based on their duration and continuous run:  1. Doordarshan's Ramayana (1987-1988): This epic series  based on the Hindu epic Ramayana  was one of the most popular and influential television shows in Indian history. It ran for 78 episodes over a period of seven months.  2. Taarak Mehta Ka Ooltah Chashmah (2008-present): This sitcom is based on the column ""Duniya Ne Undha Chashma"" written by Taarak Mehta and has been airing since 2008. It is currently one of the longest-running shows in India.  3. CID (1998-present): This crime drama series  produced by Saraswati Entertainment Private Limited  has been running since 1998. The show follows a team of investigators as they solve various cases.  4. Mahabharat (1988-1990): Another epic series based on the Hindu epic Mahabharata  this show was",46.93093419075012,33,5538816
mistral_v0.3,3,17,who wrote i will be home for christmas,"The song ""I'll Be Home for Christmas"" was written by Kim Gannon (lyrics) and Walter Kent (music). However  it gained popularity when it was recorded by Bing Crosby in 1943.",9.67128849029541,37,5538816
mistral_v0.3,3,18,icc world cup outside england first time sponsor,The first ICC World Cup held outside England that had a sponsor was the 1975 World Cup in England and Wales  which was sponsored by PepsiCo. However  the first ICC World Cup held entirely outside England was the 1979 World Cup in West Indies  which was sponsored by John Player Special. But if you're asking about the first time a non-tobacco or non-beverage company sponsored an ICC World Cup outside England  that would be the 2015 World Cup in Australia and New Zealand  which was sponsored by Visa.,23.370001077651978,38,5538816
mistral_v0.3,3,19,when is the draw for the european championships 2020,The Euro 2020 draw took place on November 30  2019. However  due to the postponement of the tournament to 2021 because of the COVID-19 pandemic  the actual event will take place from June 11 to July 11  2021. The draw for the revised schedule has not been announced yet.,16.06894087791443,49,5538816
mistral_v0.3,3,20,who plays the medical examiner on hawaii five-o,The character of the Medical Examiner on Hawaii Five-0 is Dr. Max Bergman  and he is portrayed by actor Masi Oka. Masi Oka is a Japanese-American actor  writer  and director  best known for his role as Hiro Nakamura in the television series Heroes. He joined the cast of Hawaii Five-0 in its second season.,15.251116037368774,49,5563392
mistral_v0.3,3,21,which piece of legislation placed the protections in the european convention on human rights,The European Convention on Human Rights (ECHR) was not created by a single piece of legislation  but rather it is an international treaty drafted and signed in Rome on November 4  1950. It came into force on September 3  1953. The ECHR established the European Court of Human Rights to hear cases from individuals claiming that their rights under the Convention have been violated by a state party to the Convention. The Convention has been ratified by 47 member states of the Council of Europe  including all the EU countries plus non-EU members such as Russia and Turkey.,25.278329372406006,42,5564416
mistral_v0.3,3,22,who sang vande maataram in 1896 congress session,"The song ""Vande Mataram"" was first sung at the 1896 Congress Session by Sister Nivedita  an Irish-born disciple of Swami Vivekananda. However  it was originally composed by Bankim Chandra Chattopadhyay in his novel ""Anandamath"" in 1870. The song gained significant popularity during the Indian independence movement and was sung by many leaders  including Lokmanya Tilak and Subhas Chandra Bose  but Sister Nivedita's rendition at the 1896 Congress Session is particularly notable.",23.871784210205078,49,5547008
mistral_v0.3,3,23,who were the sponsor of the icc world cup when it was hosted outside england for the first time,The first ICC World Cup held outside England was in 1975  and it was sponsored by Kodak. This tournament took place in England and Wales  but subsequent editions held outside England were sponsored by different companies. For instance  the 1983 World Cup in England was sponsored by Pepsi  while the 1987 World Cup in India and Pakistan was sponsored by Coca-Cola. The 1996 World Cup in India  Pakistan  and Sri Lanka was sponsored by Wills Sports  a tobacco brand.,22.212013006210327,40,5545984
mistral_v0.3,3,24,what is the most uneducated state in america,It's important to note that I don't have real-time data  and my responses are based on the information available at the time of training. According to data from the U.S. Census Bureau and the National Center for Education Statistics  states with lower average educational attainment include West Virginia  Mississippi  New Mexico  Louisiana  and Alabama. However  it's crucial to remember that these statistics can vary greatly within each state  and they don't necessarily reflect the intelligence or potential of individuals living there. Education is influenced by a multitude of factors  including socioeconomic status  access to resources  and cultural norms. It's always best to approach such topics with sensitivity and understanding.,27.19636821746826,39,5545984
mistral_v0.3,3,25,who makes the most tires in the world,The company that produces the most tires in the world is currently Bridgestone Corporation  a Japanese multinational auto and truck parts manufacturer. However  other major tire manufacturers include Michelin (French)  Goodyear Tire & Rubber Company (American)  and Continental AG (German). These companies collectively dominate the global tire market.,13.61587929725647,38,5545984
mistral_v0.3,3,26,who argued with congress during the early years of reconstruction,During the early years of Reconstruction  there were many individuals who argued with Congress about various aspects of the post-Civil War period. One notable figure was Andrew Johnson  who served as President after the assassination of Abraham Lincoln. Johnson disagreed with many of the policies proposed by Radical Republicans in Congress  particularly those related to civil rights for freed slaves and the readmission of Southern states to the Union.  Another individual who frequently argued with Congress during this time was Ulysses S. Grant  who served as General-in-Chief of the United States Army from 1864 to 1869. Grant advocated for a more lenient approach towards the South and opposed some of the harsher measures proposed by Radical Republicans in Congress.  Other figures who argued with Congress during Reconstruction include Frederick Douglass  a prominent abolitionist and advocate for civil rights for African Americans  and Southern politicians such as Robert E. Lee and Jefferson Davis  who disagreed with the terms of Reconstruction and the federal government's efforts to rebuild the South.,41.47535729408264,43,5540864
mistral_v0.3,3,27,in humans what determines the gender of the offspring,In humans  the gender of the offspring is determined by the sex chromosomes. Normally  human cells have 23 pairs of chromosomes  for a total of 46 chromosomes. One pair of these chromosomes are the sex chromosomes  and they can be either X or Y. Females have two X chromosomes (XX)  while males have one X and one Y chromosome (XY). During fertilization  if an X-bearing sperm fertilizes an egg  the resulting offspring will be a female (XX). If a Y-bearing sperm fertilizes an egg  the resulting offspring will be a male (XY).,27.093601942062378,30,5541888
mistral_v0.3,3,28,when did rolex daytona stop using zenith movement,The Rolex Daytona stopped using Zenith movements in the late 1980s. From 1963 to 1988  Rolex used the Valjoux 72 or 72B (manufactured by Zenith) for their Daytona models. In 1988  Rolex introduced an in-house automatic chronograph movement  the caliber 4030  which replaced the Zenith-based movements.,18.943591117858887,45,5540864
mistral_v0.3,3,29,what is the song shine bright like a diamond about,"""Shine Bright Like a Diamond"" is a song by American singer-songwriter CeeLo Green  released in 2011. The song is an empowerment anthem that encourages individuals to embrace their uniqueness and shine brightly  despite any obstacles or adversity they may face. The lyrics often reference the idea of being a diamond in the rough  suggesting that even though one might not appear perfect on the outside  there is great beauty and value within. The song has been interpreted as a call for self-acceptance and resilience.",21.7532799243927,25,5541888
mistral_v0.3,3,30,what does the valley mean in los angeles,"The term ""valley"" in Los Angeles often refers to the San Fernando Valley  a large urbanized region in the northern part of Los Angeles County. It's known for its suburban feel and is home to many residential neighborhoods  shopping centers  and entertainment venues. Other valleys in the greater Los Angeles area include the Santa Clarita Valley  San Gabriel Valley  and Conejo Valley. However  without a specific context  it's hard to determine exactly which valley you might be referring to.",19.517948150634766,43,5541888
mistral_v0.3,3,31,what time period is a league of their own,"""A League of Their Own"" is a reference to a movie  not a specific time period. The movie is set during World War II  more specifically in 1943 when the All-American Girls Professional Baseball League (AAGPBL) was founded as a replacement for Major League Baseball (MLB) players who were serving in the military. The movie follows the Rockford Peaches  a fictional team in the AAGPBL.",17.988393545150757,36,5540864
mistral_v0.3,3,32,when was harry potter and the deathly hallows part 2 movie released,"""Harry Potter and the Deathly Hallows - Part 2"" was released on July 15  2011.",6.477218151092529,49,5541888
mistral_v0.3,3,33,the man in the high castle who is he,"The Man in the High Castle refers to a character from the novel and television series of the same name. In the alternate history of the book  ""The Man in the High Castle"" is a mysterious figure who allegedly possesses reels of film showing that the Allies won World War II. In the TV series  the character is named John Smith and is a high-ranking SS officer in the Japanese-controlled Pacific States. However  it's important to note that these are fictional characters from a work of speculative fiction.",20.378243446350098,34,5541888
mistral_v0.3,3,34,what was the last episode of inspector morse,"The last episode of Inspector Morse  a British television series that aired from 1987 to 2000  is ""The Remorseful Day."" This episode served as both the final installment of the main series and also as a backdoor pilot for its spin-off series  Lewis. The episode was broadcast on ITV on January 16  2000. Inspector Morse's character  played by John Thaw  does not survive the events of ""The Remorseful Day.""",20.670974731445312,43,5541888
mistral_v0.3,3,35,who sings this crazy little thing called love,"The song ""A Crazy Little Thing Called Love"" is by Queen  and it was sung by Freddie Mercury. This iconic rock ballad was released in 1979 as part of the album ""The Game."" It's one of Queen's most popular songs due to its catchy melody and Mercury's powerful vocals.",14.296008348464966,38,5541888
mistral_v0.3,3,36,which console to get red dead redemption 2,Red Dead Redemption 2 is available on both PlayStation 4 and Xbox One. If you already have one of these consoles  I would recommend sticking with that for compatibility reasons. However  if you don't have either  it might be worth considering the features offered by each console to decide which one better suits your needs. For example  the PlayStation 4 has exclusive games and services like PlayStation Plus  while the Xbox One offers features such as Game Pass  which provides access to a large library of games for a monthly fee. Ultimately  the choice depends on your personal preferences and gaming habits.,23.282272577285767,41,5541888
mistral_v0.3,3,37,who won her first tennis grand slam in 2018,Naomi Osaka won her first tennis Grand Slam at the 2018 US Open. She defeated Serena Williams in the final  becoming the first Japanese player to win a Grand Slam singles title.,8.649124383926392,47,5541888
mistral_v0.3,3,38,who sings i got you under my skin,"The song ""I Got You Under My Skin"" was originally sung by Frank Sinatra. However  it has been covered by many other artists over the years  including Ella Fitzgerald and Willie Nelson. The song was written by Cole Porter in 1936 for the musical ""Kiss Me  Kate.""",12.605053901672363,27,5541888
mistral_v0.3,3,39,where did france colonize in the new world,France colonized several regions in the Americas during the Age of Exploration  primarily focusing on North America and the Caribbean. Some of the most notable French colonies include:  1. Quebec (Canada): Founded by Samuel de Champlain in 1608  Quebec City is one of the oldest European settlements in North America. The region later became known as New France and included present-day provinces of Quebec  Ontario  Manitoba  and parts of the United States like Louisiana and Acadia (now Nova Scotia).  2. French Caribbean: France established several colonies in the Caribbean  including Martinique  Guadeloupe  Saint Barthélemy  Saint Martin  and French Guiana. These islands were primarily used for sugar production and slave labor.  3. Louisiana: In 1682  Pierre Le Moyne d'Iberville established a settlement at Biloxi  Mississippi  which later became known as French Louisiana. The region was ceded to Spain in 1763 after the Seven Years' War but was returned to France in 1800 and eventually sold to the United States in 1803.  4,46.51602387428284,38,5540864
mistral_v0.3,3,40,a management information system is which type of system,A management information system (MIS) is a type of decision-support system that provides information to help managers  or those in management roles  make informed decisions. It's designed to collect  process  store  and deliver data that is relevant to the organization's operations and goals. This can include financial reports  sales figures  production data  and more. MIS is an essential tool for effective management and strategic planning in modern businesses.,16.943042755126953,36,5537792
mistral_v0.3,3,41,when did the harry potter movie come out,"The first Harry Potter movie  ""Harry Potter and the Philosopher's Stone "" was released on November 16  2001. However  it was titled ""Harry Potter and the Sorcerer's Stone"" in North America due to a difference in naming conventions for magic-related terms between the UK and the US. The series continued with eight more movies  concluding with ""Harry Potter and the Deathly Hallows – Part 2"" on July 15  2011.",21.652965307235718,28,5537792
mistral_v0.3,3,42,who went home on the first week of dancing with the stars juniors,"The information about the contestants and their elimination on ""Dancing with the Stars Juniors"" can vary depending on the season. I don't have real-time data  so I can't provide specific details about the first week of a particular season. However  I recommend checking out the official Dancing with the Stars Juniors website or other reliable sources for accurate information about the show's contestants and their elimination order.",16.978363513946533,39,5537792
mistral_v0.3,3,43,where was the eastern front located in ww1,The Eastern Front during World War 1 was primarily located between the Russian Empire and the Central Powers (mainly Germany  Austria-Hungary  and Ottoman Empire). It extended from the Baltic Sea in the north to the Black Sea and the Caucasus Mountains in the south. This front saw some of the bloodiest battles of World War 1  including the Battle of Tannenberg  the Battle of Galicia  and the Brusilov Offensive.,18.661094903945923,43,5537792
mistral_v0.3,3,44,who sings now that we have love what are we going to do with it,"The lyrics you've provided  ""Now that we have love  what are we going to do with it?"" is not from a specific known song. It seems like a question rather than a line from a popular song. If you meant a different phrase or if there's a particular artist or song you were thinking of  please let me know!",13.635772705078125,49,5537792
mistral_v0.3,3,45,who played apollo creed in the original rocky,Apollo Creed was played by Carl Weathers in the original Rocky movie. He reprised his role in three more Rocky films  and also appeared as Apollo Creed in a cameo in Rocky Balboa (2006). Michael B. Jordan portrayed a younger version of Apollo Creed in Creed (2015)  which is a spin-off of the Rocky series.,17.177908658981323,28,5537792
mistral_v0.3,3,46,kuchipudi is a dance form of which state,Andhra Pradesh,1.7786478996276855,44,5537792
mistral_v0.3,3,47,what is the meaning of zhongguo renmin yinhang,"The phrase ""Zhongguo Renmin Yinhang"" is Chinese for ""China People's Bank."" It is one of the central banks in China  responsible for managing the country's foreign exchange reserves and providing financial services to the government.",10.363956451416016,45,5537792
mistral_v0.3,3,48,where was the lion king musical first performed,The Lion King musical had its world premiere on July 8  1997  at the Orpheum Theatre in Minneapolis  Minnesota  as part of the Tony Award-winning musical's out-of-town tryout. However  it is most famously associated with its Broadway debut on October 15  1997  at the New Amsterdam Theatre in New York City. The show was later transferred to the Minskoff Theatre in 2006  where it has been running ever since.,20.718990564346313,37,5537792
mistral_v0.3,3,49,the federal housing administration (fha) insures lenders against,losses that occur when home loan borrowers default on their mortgages. The Federal Housing Administration (FHA) provides mortgage insurance on loans made by FHA-approved lenders  which allows these lenders to offer more favorable terms to borrowers who might not qualify for conventional loans due to limited credit histories or low down payments. This helps increase homeownership opportunities for individuals and families with lower incomes.,16.246471166610718,41,5537792
mistral_v0.3,3,50,when the united states entered world war 1 it joined what powers,The United States initially remained neutral during World War I  but it eventually joined the Allied Powers (primarily France  Britain  and Russia) on April 6  1917. However  Russia left the war in March 1918 due to the Russian Revolution  and Germany signed an armistice with the Allies in November 1918  effectively ending World War I.,15.830505847930908,49,5537792
mistral_v0.3,3,51,who is the main character in the labyrinth,"The main character in ""The Labyrinth"" is Sarah  played by Jennifer Connelly. She embarks on a journey through the titular labyrinth to save her baby brother Toby from the Goblin King  Jareth  who was played by David Bowie.",11.155819416046143,37,5537792
mistral_v0.3,3,52,the predictable order of changes in communities after a change occurs,The predictable order of changes in communities after a change occurs can vary greatly depending on the nature of the community and the change itself. However  here's a general sequence that might occur:  1. **Shock or Disruption**: Initial reaction to the change can cause shock  confusion  or resistance among community members. This is especially true if the change is significant or unexpected.  2. **Exploration and Resistance**: Some members may explore the implications of the change  while others may resist it due to fear  uncertainty  or perceived negative impacts.  3. **Adaptation**: Over time  as community members begin to understand the change and its potential benefits  they start adapting to it. This might involve learning new skills  adjusting behaviors  or redefining roles within the community.  4. **Cooperation**: As more people adapt  cooperation often increases as community members work together to navigate the changes and find solutions to any problems that arise.  5. **Equilibrium**: Eventually  if the change is beneficial or accepted  a new equilibrium is reached where the community functions effectively with the change in place. However  this may take time and require ongoing effort from community leaders and members.,46.3922393321991,37,5537792
mistral_v0.3,3,53,who came up with the name rock and roll,"The term ""rock and roll"" as a musical genre originated in the United States during the late 1940s and early 1950s. It's difficult to pinpoint one specific person who coined the phrase  but it was widely used by African-American musicians and jazz critics to describe a style of music that combined elements of blues  gospel  boogie woogie  and rhythm and blues. One of the earliest recorded uses of the term in this context was by disc jockey Alan Freed  who popularized the genre through his radio show ""Moondog Rock 'n' Roll Party"" in the 1950s. However  it's important to note that the roots of rock and roll can be traced back even further to earlier musical styles like blues and jazz.",31.87817358970642,34,5537792
mistral_v0.3,3,54,what is the front of your lower leg called,The front part of your lower leg is commonly referred to as the shin. More specifically  the bone you can feel there is called the tibia. The skin and muscles covering it are collectively known as the anterior compartment of the leg.,9.926850080490112,44,5537792
mistral_v0.3,3,55,which branch of the us government makes federal laws,The U.S. Congress  comprised of the House of Representatives and the Senate  is the branch of the U.S. government that makes federal laws. They have the power to legislate on all issues except those reserved for the states by the Tenth Amendment or prohibited by the Constitution itself.,12.029218912124634,44,5537792
mistral_v0.3,3,56,by the year 2000 the largest number of legal immigrations to the united states came from,The largest number of legal immigrants to the United States by the year 2000 primarily came from Mexico  followed by the Philippines  India  China  and Vietnam. However  it's important to note that immigration patterns can change significantly over time due to various factors such as economic conditions  political instability  and changes in immigration policies. For more accurate and up-to-date information  I would recommend checking resources like the U.S. Department of Homeland Security or the Migration Policy Institute.,19.4394052028656,53,5537792
mistral_v0.3,3,57,one who signals train to start or stop,The one who signals a train to start or stop is typically a signalman  signal operator  or train dispatcher. They are responsible for controlling the movement of trains by operating track switches and activating signals to ensure safe and efficient rail traffic.,9.674464225769043,37,5537792
mistral_v0.3,3,58,when do cory and topanga get back together after lauren,"In the Disney Channel series ""Boy Meets World "" Cory and Topanga's relationship faces a brief separation after they graduate from college  as Topanga moves to New York City for law school while Cory stays in Philadelphia. However  they eventually reunite and get married in the spin-off series ""Girl Meets World."" So  in the context of the show's timeline  their reunion happens after Lauren but before the events of ""Girl Meets World."" In real life  the actors Ben Savage (Cory) and Danielle Fishel (Topanga) started dating off-screen during the filming of ""Boy Meets World"" but did not get back together until many years later.",28.179431438446045,33,5537792
mistral_v0.3,3,59,who sang out of my head over you,"The song ""Out of My Head (Over You)"" is by the American singer Alicia Keys  featuring rapper and singer John Legend. It was released in 2016 as part of her sixth studio album  ""Here.""",9.552345037460327,30,5537792
mistral_v0.3,3,60,who is the tallest woman in the world and how tall is she,The tallest woman ever recorded was Rumeysa Ari from Turkey. She reached a height of 2 meters and 32 centimeters (approximately 7 feet 7 inches) at the age of 18. However  it's important to note that her height has fluctuated due to health issues. As of my last update  she is no longer the tallest woman in the world. Always remember that these records can change over time as new individuals may grow taller.,19.226226568222046,31,5537792
mistral_v0.3,3,61,when was the last time the detroit tigers went to the world series,The Detroit Tigers last appeared in the World Series in 2012. They lost to the San Francisco Giants in four games. Prior to that  their most recent World Series win was in 1984 against the San Diego Padres.,10.422742366790771,49,5537792
mistral_v0.3,3,62,who is covered by the right to financial privacy act,The Right to Financial Privacy Act (RFPA) primarily applies to individuals  not businesses or organizations. Specifically  it protects U.S. citizens and permanent resident aliens from certain types of warrantless searches and disclosures of their private financial records by government agencies. However  it's important to note that the RFPA has been largely superseded by more recent laws such as the USA PATRIOT Act  which expanded the government's ability to access financial records in certain circumstances. Always consult with a legal professional for specific advice regarding privacy rights and laws.,22.139411449432373,31,5537792
mistral_v0.3,3,63,who is considered to be the inventor of the prepared piano,"John Cage is often credited as the inventor of the prepared piano. He began experimenting with preparing pianos in the late 1940s  by placing various objects such as screws  bolts  and erasers between the strings to alter their sound when struck. This technique allowed him to create unique timbres and textures that were not possible through traditional playing techniques. One of his most famous works using a prepared piano is ""Sonatas and Interludes"" (1946-1948).",20.877987384796143,39,5537792
mistral_v0.3,3,64,who decided what rights should be included in the convention on the rights of the child,The Convention on the Rights of the Child was a collaborative effort among various nations  international organizations  and human rights advocates. The United Nations played a significant role in its creation. The main drafting process took place from 1979 to 1989 under the leadership of the UN's Commission on Human Rights. The Convention was eventually adopted by the United Nations General Assembly on November 20  1989  and it came into force on September 2  1990. It is important to note that the rights included in the convention were based on existing human rights treaties and principles  as well as new considerations specific to children's needs and circumstances.,27.135558128356934,31,5537792
mistral_v0.3,3,65,when did the saskatchewan roughriders last won the grey cup,The Saskatchewan Roughriders last won the Grey Cup in 2013. They defeated the Hamilton Tiger-Cats with a score of 45-23 in the 101st Grey Cup game  which was held in Vancouver  British Columbia.,11.89644193649292,25,5537792
mistral_v0.3,3,66,who played the mom in the home alone movies,The character of the mother in the Home Alone movies was named Pam Buxton  and she was portrayed by actress Catherine O'Hara. However  it's important to note that her character only appeared in the first movie  as she passed away in a car accident before the events of the second film. In the sequels  the role of Kevin McCallister's mother was played by Hillary Wolf as an adult and Kieran Culkin as a child (Kevin's older brother Buzz).,20.181003093719482,43,5637120
mistral_v0.3,3,67,what do you call a vest in the uk,"In the UK  a vest is often referred to as a ""waistcoat."" However  it can also be called a ""vest top"" or simply a ""vest "" especially when referring to a sleeveless garment worn as an undergarment. But for clarity  ""waistcoat"" is the most common term used in formal and traditional contexts.",14.301975727081299,43,5643264
mistral_v0.3,3,68,what age do you go to school in japan,In Japan  children typically start kindergarten (yochien) at around 6 years old. They then move on to six years of primary education (shogakko and chugakko)  which is mandatory for all children between the ages of 6 and 15. After that  they attend high school (koukou) for three years  usually starting at age 15 or 16. Some students may also choose to attend university or junior college after high school. However  the exact age can vary depending on the specific school and the student's individual circumstances.,22.717366218566895,40,5643264
mistral_v0.3,3,69,when did indiana jones and the last crusade come out,"""Indiana Jones and the Last Crusade"" was released on May 24  1989.",5.216320514678955,49,5643264
mistral_v0.3,3,70,when does the good witch season 4 come out,"As of my last update  there has been no official announcement about a fourth season for the TV series ""Good Witch."" The third season ended in 2018. I recommend checking the show's official website or social media accounts for updates on potential new seasons.",10.568740844726562,37,5643264
mistral_v0.3,3,71,when did the monarchy in england lose their power,The monarchy in England  now known as the United Kingdom  underwent significant changes in its power structure over centuries. However  a major shift occurred during the Glorious Revolution of 1688  often considered the end of absolute monarchy and the beginning of constitutional monarchy. King James II was deposed  and his daughter Mary (a Protestant) and her husband William of Orange (also a Protestant) were invited to take the throne. This event established the supremacy of Parliament over the monarch  limiting the power of the king or queen.  However  it's important to note that the monarchy still plays an important ceremonial role in British politics today. The current system is known as a constitutional monarchy  where the monarch acts as a figurehead and exercises little political power but performs various ceremonial duties.,31.76662850379944,37,5643264
mistral_v0.3,3,72,the states which are bounded by the bay of bengal,The states in India that are bounded by the Bay of Bengal are Andhra Pradesh  Odisha  West Bengal  and Tamil Nadu. In Bangladesh  it borders Chittagong Division  Sylhet Division  Dhaka Division  and Khulna Division. Myanmar's states of Rakhine  Ayeyarwady  Bago  Yangon  Tanintharyi  Mon  Kayin  and Shan also border the Bay of Bengal. In Thailand  it borders the southernmost provinces of Narathiwat  Pattani  Yala  and Songkhla. In Indonesia  it borders the provinces of Aceh  North Sumatra  Riau Islands  Jambi  South Sumatra  Bangka Belitung Islands  Lampung  and West Kalimantan. In Malaysia  it borders the states of Kelantan  Terengganu  Pahang  Johor  and Sabah. In the Maldives  it surrounds all the islands.,40.15122365951538,44,5643264
mistral_v0.3,3,73,why were the houston astros move to american league,The Houston Astros moved to the American League (AL) as part of Major League Baseball's realignment in 2013. Prior to this  they had been a member of the National League (NL) West division since their inception in 1962.  The reason for the move was primarily due to MLB's implementation of interleague play in 1997  which allowed AL and NL teams to play each other during the regular season. However  because the Astros were in the NL West  they had fewer opportunities to play against AL teams compared to other NL clubs.  The realignment also aimed to balance out the number of teams in both leagues  as the AL had one fewer team than the NL at that time (14 vs 16). The Astros' move to the AL West division created a more even distribution of teams between the two leagues (15 each).  Additionally  the move allowed the Astros to play against other Texas-based teams like the Rangers and the eventual expansion team  the Mariners  on a regular basis. This was seen as beneficial for both the Astros and MLB  as it increased regional rivalries and,46.36354064941406,44,5643264
mistral_v0.3,3,74,when did the water bottle flip challenge start,The water bottle flip challenge  a viral internet trend  started gaining significant attention in early 2017. However  it's difficult to pinpoint an exact starting point as similar videos of people attempting to flip water bottles had been posted online for years prior. But the modern version of the challenge  with its widespread popularity  can be traced back to early 2017.,15.080219268798828,43,5643264
