modelo,pergunta_id,pergunta,resposta,real_time_sec,gpu_percent,gpu_mem_kb
mistral_v0.1,25,who makes the most tires in the world,Goodyear Tire & Rubber Company,1.8824584484100342,38,5428224
mistral_v0.1,26,who argued with congress during the early years of reconstruction,Andrew Johnson  Ulysses S. Grant  Frederick Douglass  Sojourner Truth  Booker T. Washington  W.E.B. Du Bois,6.18535041809082,37,5428224
mistral_v0.1,27,in humans what determines the gender of the offspring,X and Y chromosomes  X chromosome is female determining and Y chromosome is male determining.,4.487194538116455,37,5429248
mistral_v0.1,28,when did rolex daytona stop using zenith movement,2000,1.584803581237793,38,5428224
mistral_v0.1,29,what is the song shine bright like a diamond about,"The song ""Shine Bright Like a Diamond"" by Rihanna is about a person who is feeling down and out  but then finds hope and inspiration in the beauty of the world around them. The lyrics describe how the person's mood improves as they see the sun shining brightly and the colors of nature all around them. The song also touches on themes of self-love and confidence  with the person realizing that their own light shines just as bright as the diamond they are comparing themselves to. Overall  ""Shine Bright Like a Diamond"" is an uplifting and empowering song about finding joy and positivity in even the darkest of times.",21.712411165237427,37,5428224
mistral_v0.1,30,what does the valley mean in los angeles,a low-lying area between two hills or mountains  typically with a river running through it. In Los Angeles  the Valley refers to the San Fernando Valley  which is a large  mostly urbanized area located in the northwestern part of the city. The Valley is home to many neighborhoods  businesses  and attractions  including Universal Studios Hollywood  Warner Bros. Studio Tour Hollywood  and Griffith Observatory.,13.870136022567749,39,5427200
mistral_v0.1,31,what time period is a league of their own,1989-2004,2.3195457458496094,39,5427200
mistral_v0.1,32,when was harry potter and the deathly hallows part 2 movie released,July 15  2009,2.555144786834717,44,5421056
mistral_v0.1,33,the man in the high castle who is he,Prince Philip  Duke of Edinburgh,1.601036548614502,35,5421056
mistral_v0.1,34,what was the last episode of inspector morse,The Last Morse Case A: The Last Morse Case,2.7250924110412598,28,5421056
mistral_v0.1,35,who sings this crazy little thing called love,The Beatles,1.177548885345459,27,5421056
mistral_v0.1,36,which console to get red dead redemption 2,PlayStation 4 or Xbox One  Red Dead Redemption 2 is a video game developed by Rockstar Games. It was released on October 26  2018 for the PlayStation 4 and Xbox One platforms. The game is set in the late 19th century and follows the story of Arthur Morgan  a member of the Van der Linde gang.  Both the PlayStation 4 and Xbox One versions of the game are available at retailers and online stores such as Amazon. It's worth noting that the game has been optimized for both platforms  so you can expect similar performance on either console. Ultimately  the choice between the two consoles will depend on your personal preferences and which one you already own or plan to purchase.,25.811601161956787,30,5421056
mistral_v0.1,37,who won her first tennis grand slam in 2018,Naomi Ósaka,1.8415443897247314,45,5422080
mistral_v0.1,38,who sings i got you under my skin,Fred Astaire,1.2032630443572998,28,5422080
mistral_v0.1,39,where did france colonize in the new world,Canada  Louisiana  and Algeria,2.0238986015319824,39,5421056
mistral_v0.1,40,a management information system is which type of system,Transaction processing system,1.179814100265503,37,5421056
mistral_v0.1,41,when did the harry potter movie come out,2001,1.6004366874694824,39,5421056
mistral_v0.1,42,who went home on the first week of dancing with the stars juniors,1. Kelsey and Keegan 2. Amber and Derek 3. Maddie and Mark 4. Chloe and Derek 5. Paige and Artemis 6. Jasmine and Sasha 7. Ellie and Mark 8. Olivia and Derek 9. Emma and Mark 10. Sophia and Sasha 11. Lily and Mark 12. Ava and Artemis 13. Chloe and Sasha 14. Paige and Mark 15. Jasmine and Artemis 16. Ellie and Derek 17. Olivia and Sasha 18. Emma and Mark 19. Sophia and Artemis 20. Lily and Sasha 21. Ava and Mark 22. Chloe and Derek 23. Paige and Sasha 24. Jasmine and Artemis 25. Ellie and Derek 26. Olivia and Mark 27. Emma and Sasha 28. Sophia and Artemis 29. Lily and Derek 30. Ava,40.51904296875,40,5421056
mistral_v0.1,43,where was the eastern front located in ww1,The Eastern Front of World War I was a major theater of operations during the war  stretching from Eastern Europe to the Russian Far East. It involved many of the world's great powers  including Germany  Russia  Austria-Hungary  Great Britain  and the United States  as well as smaller nations such as Romania  Bulgaria  and Ottoman Turkey. The front was marked by numerous battles and campaigns  including the Brusilov Offensive  the Battle of Stalingrad  and the Siege of Leningrad. It is widely considered to be one of the bloodiest and most devastating conflicts in history  with millions of casualties.,21.704263925552368,30,5422080
mistral_v0.1,44,who sings now that we have love what are we going to do with it,Huey Lewis and the News,2.121889352798462,28,5422080
mistral_v0.1,45,who played apollo creed in the original rocky,Burgess Meredith,1.4500133991241455,41,5421056
mistral_v0.1,46,kuchipudi is a dance form of which state,Andhra Pradesh,1.4753704071044922,30,5421056
mistral_v0.1,47,what is the meaning of zhongguo renmin yinhang,China People's Bank,2.0011613368988037,45,5421056
mistral_v0.1,48,where was the lion king musical first performed,The Lion King musical was first performed at the Circle in the Square Theatre on Broadway in New York City  United States.,4.351064920425415,36,5421056
mistral_v0.1,49,the federal housing administration (fha) insures lenders against,default on mortgages,1.5924015045166016,38,5421056
mistral_v0.1,50,when the united states entered world war 1 it joined what powers,Allies,1.1800270080566406,39,5421056
mistral_v0.1,51,who is the main character in the labyrinth,Thomas  A: The main character in the Labyrinth is Thomas. He is a young man who has been trapped in the Labyrinth for several years. He is determined to find his way out and return home to his family. Along the way  he meets various characters who help him on his journey  including the Minotaur  the Witch  and the Lady.,12.734943628311157,39,5421056
mistral_v0.1,52,the predictable order of changes in communities after a change occurs,1. initial shock and resistance  2. gradual acceptance  3. adoption and integration into daily life  4. evolution and improvement,5.619527339935303,39,5422080
mistral_v0.1,53,who came up with the name rock and roll,Alan Freed,1.0670735836029053,36,5421056
mistral_v0.1,54,what is the front of your lower leg called,shin,1.0331928730010986,28,5422080
mistral_v0.1,55,which branch of the us government makes federal laws,Congress,0.7858870029449463,33,5422080
mistral_v0.1,56,by the year 2000 the largest number of legal immigrations to the united states came from,Mexico,1.296102523803711,40,5421056
mistral_v0.1,57,one who signals train to start or stop,locomotive driver,1.3170421123504639,39,5421056
mistral_v0.1,58,when do cory and topanga get back together after lauren,"season 7 episode 10 ""The One Where They Get Back Together""",3.2307379245758057,34,5421056
mistral_v0.1,59,who sang out of my head over you,The Black Ghosts,6.004083633422852,35,5421056
mistral_v0.1,60,who is the tallest woman in the world and how tall is she,Wanda Landowska  8 feet 11.1 inches (272 cm),4.370959281921387,35,5421056
mistral_v0.1,61,when was the last time the detroit tigers went to the world series,1984,1.7401113510131836,44,5421056
mistral_v0.1,62,who is covered by the right to financial privacy act,US citizens and residents A: All individuals with a bank account in the United States A: Individuals whose personal information is held by financial institutions in the United States,5.999758720397949,39,5421056
mistral_v0.1,63,who is considered to be the inventor of the prepared piano,Erik Satie,1.2157516479492188,39,5422080
mistral_v0.1,64,who decided what rights should be included in the convention on the rights of the child,United Nations General Assembly,1.5986418724060059,39,5422080
mistral_v0.1,65,when did the saskatchewan roughriders last won the grey cup,2013,1.7106688022613525,41,5421056
mistral_v0.1,66,who played the mom in the home alone movies,Jean Smart,0.9220037460327148,33,5421056
mistral_v0.1,67,what do you call a vest in the uk,waistcoat,1.35508394241333,34,5421056
mistral_v0.1,68,what age do you go to school in japan,6,1.052633285522461,34,5421056
mistral_v0.1,69,when did indiana jones and the last crusade come out,1989,1.7568340301513672,39,5421056
mistral_v0.1,70,when does the good witch season 4 come out,2019-08-07,2.4433908462524414,36,5421056
mistral_v0.1,71,when did the monarchy in england lose their power,1649,1.4808950424194336,38,5421056
mistral_v0.1,72,the states which are bounded by the bay of bengal,West Bengal  Bangladesh  Tripura  Assam  Meghalaya  Arunachal Pradesh  Nagaland  Manipur  Mizoram  Andhra Pradesh  Odisha  Goa  Maharashtra  Daman and Diu  Dadra and Nagar Haveli  Gujarat  Madhya Pradesh  Chhattisgarh  Jharkhand  Bihar  Uttar Pradesh  Punjab  Jammu and Kashmir  Himachal Pradesh  Uttarakhand  Sikkim  Darjeeling  Kalimpong  Gangtok  Siliguri  Shantiniketan  Kolkata  Durgapur  Asansol  Bardhaman  Midnapore  Kharagpur  Chandrapur  Aurangabad  Nashik  Pune  Ahmednagar  Solapur  Latur  Beed  Osmanabad  Nanded  Thane  Palghar  Dindori  Ratlam  Betulia  Satara  Sangli  Kolhapur  Udupi  Hassan  Mys,40.24622869491577,38,5421056
mistral_v0.1,73,why were the houston astros move to american league,The Houston Astros moved from the National League to the American League in 2013 as part of Major League Baseball's realignment plan. This change was made to balance out the number of teams in each league and to create more competitive balance within the sport. The Astros were one of several teams that were relocated or rebranded as part of this plan  which also included the Oakland Athletics moving to the AL West and the Tampa Bay Rays moving to the AL East.,17.027716159820557,42,5422080
mistral_v0.1,74,when did the water bottle flip challenge start,2017,1.4686930179595947,37,5421056
mistral_v0.1,75,who plays kristen dimera on days of our lives 2018,Alison Sweeney,1.7307348251342773,42,5422080
mistral_v0.1,76,what is the meaning of the name vinay,"to be obedient  to follow rules  # How to pronounce Vinay?  ## Vinay pronunciation:  VIN-ee (phonetic alphabet: vɪn ee)  ## Vinay in Romanian:  vinăi (pronounced: vinăi)  # What is the meaning of the name Vinay?  The name Vinay has multiple meanings and origins. Here are some possible meanings and origins for the name Vinay:  1. Meaning: To be obedient  to follow rules 2. Origin: Sanskrit word ""vinaya"" meaning ""rules of conduct"" or ""discipline"". 3. Alternative spellings: Vinaya  Vinay  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vinaya  Vin",40.120956897735596,35,5421056
mistral_v0.1,77,what is the italian word musicians use to describe playing a stringed instrument with a bow,Arco,1.168389081954956,37,5358592
mistral_v0.1,78,minimum age limit for chief justice of india,58 years,1.3319025039672852,43,5358592
mistral_v0.1,79,which part of a corn plant would the kernels be,cob,0.9267070293426514,40,5358592
mistral_v0.1,80,where do we find globular clusters in the galaxy,Milky Way galaxy B: Andromeda galaxy C: Triangulum galaxy D: Whirlpool galaxy E: Barred spiral galaxy F: Elliptical galaxy G: Irregular galaxy H: Dwarf galaxy I: Satellite galaxy J: Dark matter halo K: Halo of a dwarf galaxy L: Halo of a barred spiral galaxy M: Halo of an elliptical galaxy N: Halo of an irregular galaxy O: Halo of a dwarf galaxy P: Halo of a satellite galaxy Q: Halo of a dark matter halo R: Halo of a halo of a dwarf galaxy S: Halo of a halo of a barred spiral galaxy T: Halo of a halo of an elliptical galaxy U: Halo of a halo of an irregular galaxy V: Halo of a halo of a dwarf galaxy W: Halo of a halo of a satellite galaxy X: Halo of a halo of a dark matter halo Y: Halo of a halo of a halo of,40.264872789382935,40,5357568
mistral_v0.1,81,who is going to the orange bowl this year,Miami Hurricanes,1.3357024192810059,39,5214208
mistral_v0.1,82,what are the nfl channels on sirius xm radio,100 NFL Radio  102 SiriusXM Fantasy Football Radio  103 SiriusXM College Football Radio  104 SiriusXM Pro Football Radio  105 SiriusXM NFL Radio  106 SiriusXM Fantasy Football Radio  107 SiriusXM College Football Radio  108 SiriusXM Pro Football Radio  109 SiriusXM NFL Radio  110 SiriusXM Fantasy Football Radio  111 SiriusXM College Football Radio  112 SiriusXM Pro Football Radio  113 SiriusXM NFL Radio  114 SiriusXM Fantasy Football Radio  115 SiriusXM College Football Radio  116 SiriusXM Pro Football Radio  117 SiriusXM NFL Radio  118 SiriusXM Fantasy Football Radio  119 SiriusXM College Football Radio  120 SiriusXM Pro Football Radio  121 SiriusXM NFL Radio  122 SiriusXM Fant,40.27326464653015,42,5215232
mistral_v0.1,83,what can you do with custom firmware 3ds,* Customize the appearance of your 3DS console  including changing the background color and adding custom themes. * Modify the functionality of your 3DS console by installing homebrew applications and games. * Use custom firmware to access previously locked content on your 3DS console  such as downloadable games and videos. * Customize the performance of your 3DS console by tweaking settings such as frame rate and resolution. * Use custom firmware to connect your 3DS console to a computer or other devices for file transfer and data backup.,19.06683373451233,42,5215232
mistral_v0.1,84,when was the last time india won a gold medal in hockey at olympics,1980,1.7017178535461426,42,5215232
mistral_v0.1,85,who owns the rights to baby shark song,Pinkfong Kids' Songs  A: Pinkfong Kids' Songs,3.104034900665283,35,5215232
mistral_v0.1,86,how many episodes are in one punch man season 1,13,1.313997507095337,28,5214208
mistral_v0.1,87,name of the bird in the lion king,Zazu,0.9268770217895508,41,5214208
mistral_v0.1,88,who sampled rick james give it to me baby,Dr. Dre,1.3134169578552246,40,5214208
mistral_v0.1,89,who was fighting in the battle of amiens,germany and france,1.4733023643493652,41,5214208
mistral_v0.1,90,what are the three types of wind turbines,Horizontal-axis wind turbines  Vertical-axis wind turbines  Hybrid wind turbines.,4.053201198577881,37,5214208
mistral_v0.1,91,who plays ollie in coop and cami ask the world,Tiffany Thornton,1.867257833480835,31,5214208
mistral_v0.1,92,who played the most seasons in nfl history,Jerry Rice,1.067551851272583,36,5214208
mistral_v0.1,93,who won the fifa fair play award 2018,France,0.9136154651641846,30,5214208
mistral_v0.1,94,where does red dead redemption 1 take place,1890s western United States  A: Red Dead Redemption 2 takes place in the late 1800s  specifically during the period of westward expansion and the decline of the Wild West. The game is set in a fictionalized version of the American West  with locations inspired by real-world places such as New Orleans  Denver  and San Francisco.,13.322416543960571,30,5214208
mistral_v0.1,95,what is the star sign for september 15,Virgo,1.0550999641418457,39,5214208
mistral_v0.1,96,when do meredith and derek get back together in season 2,episode 10,1.573620319366455,43,5215232
mistral_v0.1,97,who sings a white sport coat and a pink carnation,Frank Sinatra,1.1914350986480713,38,5214208
mistral_v0.1,98,an act of the legislature directly punishing a person or group is referred to as a​,criminal law,1.2846293449401855,39,5214208
mistral_v0.1,99,the official u.s. poverty line is based on the cost of what,food  housing  clothing  transportation  medical care  and other necessities B: education  entertainment  and luxury goods C: taxes  insurance  and other government fees D: savings and investments E: retirement funds and pensions F: emergency funds and disaster relief G: charitable donations and philanthropy H: environmental protection and conservation I: public health and safety J: national security and defense K: international relations and diplomacy L: scientific research and innovation M: cultural arts and heritage preservation N: religious institutions and spiritual practices O: sports and recreation P: travel and tourism Q: technology and information services R: finance and banking S: legal services and government administration T: construction and engineering U: manufacturing and production V: agriculture and food processing W: transportation and logistics X: energy and utilities Y: mining and extraction Z: real estate and property management,32.5413019657135,28,5214208
mistral_v0.1,100,what place did jennifer hudson get in american idol,7th place,1.6017131805419922,44,5215232
